record_id,resource_name,parameter_name,analysis_type,unit,observed_value,group_mean,group_std,group_n,z_score,severity,analyst_name,analyst_email,qc_pass,note,created_at,provider_codename,sample_date,repl_no
(03)4572,almond hulls,mg,,ppm,669.0,886.3333333333334,171.18956354482205,6,1.269547797383277,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,tiny,,
(03)d962,almond hulls,zn,,ppm,7.11,4.8625,1.5811456063789409,8,1.4214377163828134,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,tiny,,
(03)6da0,almond hulls,cu,,ppm,11.0,7.5625,3.038767372283891,8,1.131215252392429,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,tiny,,
(03)66c1,almond hulls,mg,,ppm,712.0,886.3333333333334,171.18956354482205,6,1.0183642607844385,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,tiny,,
(03)73d1,almond hulls,mn,,ppm,15.0,11.1625,2.929620892099961,8,1.3098964478128325,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,tiny,,
(03)623d,almond hulls,na,,ppm,-227.0,-98.84,118.22794931825554,5,1.0840076372720342,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,tiny,,
(03)7d30,almond hulls,zn,,ppm,7.34,4.8625,1.5811456063789409,8,1.5669018653341134,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,tiny,,
(13)bd21,almond shells,zn,,ppm,4.0,7.257142857142857,2.7377710781200233,7,1.1897060653367253,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,humorous,,
(13)c1b2,almond shells,al,,ppm,71.5,34.0,21.351814911149823,6,1.7562909830404003,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,humorous,,
(13)8f20,almond shells,k,,ppm,12300.0,16466.666666666668,3845.863578790422,6,1.083415098144782,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,humorous,,
(13)7a99,almond shells,mg,,ppm,561.0,601.3333333333334,39.60134677844511,6,1.0184838803332485,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,humorous,,
(13)1d63,almond shells,p,,ppm,447.0,669.3333333333334,167.14863644872088,6,1.3301534374259911,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,humorous,,
(13)e7cd,almond shells,s,,ppm,189.0,253.57142857142858,64.52611136291299,7,1.000702308066586,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,humorous,,
(13)a199,almond shells,zn,,ppm,4.0,7.257142857142857,2.7377710781200233,7,1.1897060653367253,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,humorous,,
(15)1b12,almond hulls,al,,ppm,18.0,14.333333333333334,2.250925735484551,6,1.6289594138375036,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,humorous,,
(15)a295,almond hulls,ca,,ppm,2100.0,1750.0,226.27416997969522,6,1.5467960838455725,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,humorous,,
(15)1cdf,almond hulls,cu,,ppm,4.0,7.5625,3.038767372283891,8,1.1723503524794265,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,humorous,,
(15)5ad4,almond hulls,k,,ppm,24100.0,20560.0,3000.499958340276,5,1.1798033824863468,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,humorous,,
(15)6d1e,almond hulls,na,,ppm,36.0,-98.84,118.22794931825554,5,1.1405086595643033,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,humorous,,
(15)1f4f,almond hulls,nd,,ppm,4.0,6.666666666666667,2.581988897471611,6,1.0327955589886446,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,humorous,,
(15)68af,almond hulls,p,,ppm,1130.0,714.3333333333334,230.90748508150762,6,1.800143752464071,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,humorous,,
(15)b384,almond hulls,cu,,ppm,11.0,7.5625,3.038767372283891,8,1.131215252392429,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,humorous,,
(15)89d8,almond hulls,nd,,ppm,11.0,6.666666666666667,2.581988897471611,6,1.6782927833565473,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,humorous,,
(a0)9bfb,almond branches,al,,ppm,29.0,21.75,5.188127472091126,4,1.3974213314920376,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,humorous,,
(a0)7b53,almond branches,cu,,ppm,14.0,24.25,9.673847907287634,4,1.0595576959896518,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,humorous,,
(a0)9e7e,almond branches,k,,ppm,2250.0,2566.6666666666665,277.9088579612627,3,1.1394623006611981,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,humorous,,
(a0)d8d7,almond branches,na,,ppm,-212.0,-12.766666666666671,172.5863358824601,3,1.1543980716354112,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,humorous,,
(a0)badc,almond branches,s,,ppm,226.0,318.5,87.12634503983281,4,1.0616765796580867,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,humorous,,
(a0)96a6,almond branches,mg,,ppm,786.0,908.25,102.21015931240234,4,1.196065056765507,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,humorous,,
(a0)cf4c,almond branches,ti,,ppm,4.0,1.0,2.0,4,1.5,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,humorous,,
(a0)0acc,almond branches,zn,,ppm,14.6,23.575,8.563634353084755,4,1.0480363394739132,LOW,,mduran@lbl.gov,pass,,2026-07-08 04:06:53.485135,humorous,,
(15)4ba1,almond hulls,s,,ppm,310.0,263.5,45.90051353587608,8,1.0130605611559305,LOW,,,pass,,2026-07-08 04:06:53.485135,humorous,,
(82)2b22,walnut shells,s,,ppm,160.0,158.0,1.7320508075688772,3,1.1547005383792517,LOW,,,pass,,2026-07-08 04:06:53.485135,energetic,,
(e7)8397,walnut hulls,s,,ppm,1270.0,1113.3333333333333,137.96134724383256,3,1.135583768907203,LOW,,,pass,,2026-07-08 04:06:53.485135,energetic,,
(1a)c1f1,sweet potato culls,s,,ppm,1260.0,1126.6666666666667,117.18930554164626,3,1.1377602479771483,LOW,,,pass,,2026-07-08 04:06:53.485135,tackle,,
(6d)7f96,tomato pomace,s,,ppm,1840.0,1657.0,122.8413611126155,10,1.4897262480853963,LOW,,,pass,,2026-07-08 04:06:53.485135,riverstone,,
(6d)f755,tomato pomace,s,,ppm,1870.0,1657.0,122.8413611126155,10,1.7339436658043137,LOW,,,pass,,2026-07-08 04:06:53.485135,riverstone,,
(c5)9575,spent oak chips,s,,ppm,710.0,623.6666666666666,75.64610587025174,3,1.1412792812020274,LOW,,,pass,,2026-07-08 04:06:53.485135,maplewood,,
(fe)8847,grape pomace,s,,ppm,1610.0,1263.0,256.40397812826535,7,1.3533331367675359,LOW,,,pass,,2026-07-08 04:06:53.485135,maplewood,,
(fe)4edb,grape pomace,s,,ppm,1550.0,1263.0,256.40397812826535,7,1.1193274070670973,LOW,,,pass,,2026-07-08 04:06:53.485135,maplewood,,
(1b)8f5f,grape pomace,b,,ppm,42.1,31.8,8.960468737739113,3,1.1494934362774056,LOW,,,pass,,2026-07-08 04:06:53.485135,ebony,,
(69)938e,tomato pomace,b,,ppm,14.6,13.65,0.675771164423777,4,1.4058013274509193,LOW,,,pass,,2026-07-08 04:06:53.485135,pinecrest,,
(82)695f,walnut shells,zn,,ppm,3.7,3.9,0.17320508075688756,3,1.154700538379251,LOW,,,pass,,2026-07-08 04:06:53.485135,energetic,,
(e7)9db6,walnut hulls,zn,,ppm,29.5,24.166666666666668,4.645786621588784,3,1.1479936053346802,LOW,,,pass,,2026-07-08 04:06:53.485135,energetic,,
(1a)bc49,sweet potato culls,zn,,ppm,16.4,14.799999999999999,1.3856406460551012,3,1.154700538379252,LOW,,,pass,,2026-07-08 04:06:53.485135,tackle,,
(c5)27c0,spent oak chips,zn,,ppm,1.4,0.4666666666666666,0.8082903768654761,3,1.1547005383792515,LOW,,,pass,,2026-07-08 04:06:53.485135,maplewood,,
(fe)5096,grape pomace,zn,,ppm,14.5,12.385714285714286,1.6945290116809952,7,1.2477129041233201,LOW,,,pass,,2026-07-08 04:06:53.485135,maplewood,,
(13)3b41,almond shells,mn,,ppm,14.7,11.728571428571428,2.712756461433208,7,1.095353974333067,LOW,,,pass,,2026-07-08 04:06:53.485135,humorous,,
(82)f68d,walnut shells,mn,,ppm,5.6,6.613333333333333,0.8775724091682314,3,1.1547005383792515,LOW,,,pass,,2026-07-08 04:06:53.485135,energetic,,
(1b)1a06,grape pomace,mn,,ppm,8.2,29.12857142857143,20.545049224059984,7,1.0186673782247408,LOW,,,pass,,2026-07-08 04:06:53.485135,ebony,,
(e7)eeab,walnut hulls,mn,,ppm,121.0,97.36666666666667,20.755802401577576,3,1.1386374217716122,LOW,,,pass,,2026-07-08 04:06:53.485135,energetic,,
(1a)8623,sweet potato culls,mn,,ppm,15.6,12.333333333333334,2.829016319029167,3,1.154700538379251,LOW,,,pass,,2026-07-08 04:06:53.485135,tackle,,
(69)e99c,tomato pomace,mn,,ppm,19.8,32.739999999999995,10.148475528647422,10,1.2750683551901536,LOW,,,pass,,2026-07-08 04:06:53.485135,pinecrest,,
(c5)996f,spent oak chips,mn,,ppm,16.7,15.1,1.3856406460551012,3,1.154700538379252,LOW,,,pass,,2026-07-08 04:06:53.485135,maplewood,,
(fe)64ff,grape pomace,mn,,ppm,50.3,29.12857142857143,20.545049224059984,7,1.0304880918287136,LOW,,,pass,,2026-07-08 04:06:53.485135,maplewood,,
(15)aca2,almond hulls,fe,,ppm,137.0,45.4,56.277145830764574,8,1.6276589483670254,LOW,,,pass,,2026-07-08 04:06:53.485135,humorous,,
(15)caec,almond hulls,fe,,ppm,136.0,45.4,56.277145830764574,8,1.6098897458739356,LOW,,,pass,,2026-07-08 04:06:53.485135,humorous,,
(13)d222,almond shells,fe,,ppm,350.0,75.04285714285713,122.12655808822333,7,2.251411545214562,LOW,,,pass,,2026-07-08 04:06:53.485135,humorous,,
(82)cb5f,walnut shells,fe,,ppm,40.3,21.766666666666666,16.120277086121483,3,1.1496907425548741,LOW,,,pass,,2026-07-08 04:06:53.485135,energetic,,
(e7)a65d,walnut hulls,fe,,ppm,8840.0,4450.0,3801.93371851746,3,1.1546755743316464,LOW,,,pass,,2026-07-08 04:06:53.485135,energetic,,
(1a)52cd,sweet potato culls,fe,,ppm,76.5,37.5,33.77499074759311,3,1.1547005383792515,LOW,,,pass,,2026-07-08 04:06:53.485135,tackle,,
(26)d58c,tomato pomace,fe,,ppm,89.2,38.35,35.71738605590654,10,1.4236764112694917,LOW,,,pass,,2026-07-08 04:06:53.485135,oakleaf,,
(6d)70ec,tomato pomace,fe,,ppm,82.6,38.35,35.71738605590654,10,1.2388924522846607,LOW,,,pass,,2026-07-08 04:06:53.485135,riverstone,,
(6d)666a,tomato pomace,fe,,ppm,82.6,38.35,35.71738605590654,10,1.2388924522846607,LOW,,,pass,,2026-07-08 04:06:53.485135,riverstone,,
(c5)c527,spent oak chips,fe,,ppm,82.9,62.300000000000004,18.527547058366903,3,1.1118579235073212,LOW,,,pass,,2026-07-08 04:06:53.485135,maplewood,,
(fe)22a4,grape pomace,fe,,ppm,377.0,113.27142857142857,142.93775701665527,7,1.8450588349293984,LOW,,,pass,,2026-07-08 04:06:53.485135,maplewood,,
(13)372c,almond shells,cu,,ppm,7.8,9.885714285714286,1.718942088833101,7,1.2133708862351305,LOW,,,pass,,2026-07-08 04:06:53.485135,humorous,,
(82)8270,walnut shells,cu,,ppm,4.4,6.213333333333334,1.570392732195782,3,1.1547005383792517,LOW,,,pass,,2026-07-08 04:06:53.485135,energetic,,
(e7)211f,walnut hulls,cu,,ppm,19.5,20.766666666666666,1.096965511460288,3,1.1547005383792517,LOW,,,pass,,2026-07-08 04:06:53.485135,energetic,,
(1a)74ef,sweet potato culls,cu,,ppm,7.2,9.533333333333333,2.02072594216369,3,1.1547005383792517,LOW,,,pass,,2026-07-08 04:06:53.485135,tackle,,
(69)2eb3,tomato pomace,cu,,ppm,16.8,10.98,3.3631334595383913,10,1.7305290051732969,LOW,,,pass,,2026-07-08 04:06:53.485135,pinecrest,,
(6d)d8e9,tomato pomace,cu,,ppm,6.7,10.98,3.3631334595383913,10,1.2726227048353453,LOW,,,pass,,2026-07-08 04:06:53.485135,riverstone,,
(6d)3a3a,tomato pomace,cu,,ppm,6.9,10.98,3.3631334595383913,10,1.213154354142105,LOW,,,pass,,2026-07-08 04:06:53.485135,riverstone,,
(c5)00fd,spent oak chips,cu,,ppm,1.6,2.9333333333333336,1.1547438388375721,3,1.1546572395446069,LOW,,,pass,,2026-07-08 04:06:53.485135,maplewood,,
(fe)674a,grape pomace,cu,,ppm,15.5,11.785714285714286,3.0481844713580863,7,1.2185239276646709,LOW,,,pass,,2026-07-08 04:06:53.485135,maplewood,,
