record_id,resource_name,parameter_name,analysis_type,unit,observed_value,group_mean,group_std,group_n,z_score,severity,analyst_name,analyst_email,qc_pass,note,created_at,provider_codename,sample_date,repl_no
(23)5b30,peach screening waste,ash solids,,% total weight,0.26,0.2333333333333333,0.023094010767585025,3,1.1547005383792532,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,rushes,,
(23)6951,peach screening waste,moisture,,% total weight,97.06,97.31333333333333,0.25006665778014725,3,1.0130632191519713,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,rushes,,
(23)77d7,peach screening waste,total solids,,% total weight,2.94,2.686666666666667,0.25006665778014736,3,1.0130632191519815,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,rushes,,
(24)7d51,almond shells,ash solids,,% total weight,6.81,5.023333333333333,1.298219293237215,21,1.3762441183657563,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,tiny,,
(24)bbda,almond shells,ash solids,,% total weight,6.83,5.023333333333333,1.298219293237215,21,1.391649836108657,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,tiny,,
(24)ea69,almond shells,ash solids,,% total weight,7.32,5.023333333333333,1.298219293237215,21,1.7690899208097135,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,tiny,,
(27)13cb,almond hulls,ash solids,,% total weight,13.37,7.705416666666667,1.7234898346508827,24,3.2866937880609974,MEDIUM,,,pass,,2026-07-08 04:06:43.204819,tiny,,
(27)8c1d,almond hulls,volatile solids,,% total weight,71.44,78.34708333333333,2.405490963475501,24,2.8713819499674367,LOW,,,pass,,2026-07-08 04:06:43.204819,tiny,,
(28)17f4,corn stover cobs,volatile solids,,% total weight,84.19,85.03,0.7544534445544042,3,1.113388779735938,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,caterpillar,,
(28)ec2a,corn stover cobs,ash solids,,% total weight,10.92,10.049999999999999,0.7835177087979565,3,1.1103769451933925,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,caterpillar,,
(31)0a4b,grape stem,ash solids,,% total weight,3.18,2.595,0.4521393590476282,6,1.2938488726843536,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,maplewood,,
(31)2091,grape stem,moisture,,% total weight,70.37,68.49,1.3077920323965964,6,1.4375374321212315,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,maplewood,,
(31)52a8,almond hulls,ash solids,,% total weight,5.6,7.705416666666667,1.7234898346508827,24,1.2216008614249527,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,vibrant,,
(31)797b,almond hulls,volatile solids,,% total weight,80.91,78.34708333333333,2.405490963475501,24,1.065444312858159,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,vibrant,,
(31)9831,grape stem,volatile solids,,% total weight,26.71,28.916666666666668,1.539190263309467,6,1.4336542526731137,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,maplewood,,
(31)ae33,grape stem,total solids,,% total weight,29.63,31.51,1.3077920323965868,6,1.4375374321212366,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,maplewood,,
(31)d70c,almond hulls,ash solids,,% total weight,5.43,7.705416666666667,1.7234898346508827,24,1.320237938698133,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,vibrant,,
(35)0520,grape vine prunings,volatile solids,,% total weight,61.11,61.88333333333333,0.7081195755896958,3,1.0920942733285264,LOW,,pass,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354464,2026-07-08 04:06:43.204819,boatswain,,
(35)4da8,grape vine prunings,moisture,,% total weight,36.16,35.413333333333334,0.6638021793677175,3,1.1248331052149827,LOW,,pass,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354428,2026-07-08 04:06:43.204819,boatswain,,
(35)7a98,grape vine prunings,ash solids,,% total weight,2.61,2.6999999999999997,0.07937253933193764,3,1.133893419027681,LOW,,pass,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354442,2026-07-08 04:06:43.204819,boatswain,,
(35)f6cd,grape vine prunings,total solids,,% total weight,63.84,64.58666666666666,0.6638021793677158,3,1.124833105214975,LOW,,pass,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354452,2026-07-08 04:06:43.204819,boatswain,,
(42)729d,rice straw,moisture,,% total weight,6.75,7.463333333333334,0.620569630796309,6,1.1494815374996539,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,possessive,,
(42)a5e2,rice straw,ash solids,,% total weight,11.87,12.531666666666666,0.507283615610308,6,1.3043328156195668,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,possessive,,
(42)a6fe,rice straw,ash solids,,% total weight,11.97,12.531666666666666,0.507283615610308,6,1.1072044303873878,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,possessive,,
(42)c1de,rice straw,volatile solids,,% total weight,81.24,80.00333333333333,1.0741073813481903,6,1.1513436069254401,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,possessive,,
(42)c366,rice straw,total solids,,% total weight,93.25,92.53666666666668,0.6205696307963035,6,1.1494815374996483,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,possessive,,
(53)9e2f,pistachio hulls,volatile solids,,% total weight,11.15,12.780000000000001,1.3091982279242518,6,1.245036821188174,LOW,,,pass,,2026-07-08 04:06:43.204819,stuntman,,
(53)b829,pistachio hulls,total solids,,% total weight,12.27,15.761666666666665,2.9618063182231644,6,1.1788977034667725,LOW,,,pass,,2026-07-08 04:06:43.204819,stuntman,,
(53)fc52,pistachio hulls,moisture,,% total weight,87.73,84.23833333333333,2.9618063182231635,6,1.1788977034667758,LOW,,,pass,,2026-07-08 04:06:43.204819,stuntman,,
(55)1963,tomato pomace,ash solids,,% total weight,0.85,1.0442857142857143,0.1777799603040632,21,1.0928437263312507,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,pinecrest,,
(55)1e0d,tomato pomace,total solids,,% total weight,19.26,31.35285714285714,9.84670256626915,21,1.2281123616227032,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,pinecrest,,
(55)8c83,tomato pomace,moisture,,% total weight,80.75,68.64714285714287,9.84670256626915,21,1.2291279300256985,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,pinecrest,,
(55)9fb3,tomato pomace,total solids,,% total weight,19.25,31.35285714285714,9.84670256626915,21,1.2291279300256992,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,pinecrest,,
(55)a0cd,tomato pomace,moisture,,% total weight,80.74,68.64714285714287,9.84670256626915,21,1.228112361622702,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,pinecrest,,
(55)ac67,tomato pomace,volatile solids,,% total weight,18.3,30.309047619047618,9.75235966562037,21,1.23139917218011,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,pinecrest,,
(55)afbf,tomato pomace,ash solids,,% total weight,0.76,1.0442857142857143,0.1777799603040632,21,1.599087511322933,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,pinecrest,,
(55)bfa7,tomato pomace,volatile solids,,% total weight,18.4,30.309047619047618,9.75235966562037,21,1.2211452435486092,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,pinecrest,,
(55)c24c,tomato pomace,moisture,,% total weight,80.93,68.64714285714287,9.84670256626915,21,1.2474081612796224,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,pinecrest,,
(55)d348,tomato pomace,volatile solids,,% total weight,18.31,30.309047619047618,9.75235966562037,21,1.23037377931696,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,pinecrest,,
(55)edd2,tomato pomace,total solids,,% total weight,19.07,31.35285714285714,9.84670256626915,21,1.2474081612796224,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,pinecrest,,
(56)a5bd,pistachio stems & leaves,total solids,,% total weight,40.65,38.629999999999995,1.7507712586171857,3,1.1537772224999072,LOW,,,pass,,2026-07-08 04:06:43.204819,tripod,,
(56)b3fe,pistachio stems & leaves,ash solids,,% total weight,5.39,6.326666666666667,0.9157692576917688,3,1.0228195135394382,LOW,,,pass,,2026-07-08 04:06:43.204819,tripod,,
(56)e360,pistachio stems & leaves,moisture,,% total weight,59.35,61.370000000000005,1.7507712586171862,3,1.1537772224999068,LOW,,,pass,,2026-07-08 04:06:43.204819,tripod,,
(56)f5d2,pistachio stems & leaves,volatile solids,,% total weight,33.43,32.303333333333335,1.0622774276681828,3,1.0606143341855845,LOW,,,pass,,2026-07-08 04:06:43.204819,tripod,,
(5b)35b8,corn stover stalks,total solids,,% total weight,87.3,87.19333333333333,0.09291573243177352,3,1.1479936053347337,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,caterpillar,,
(5b)4d95,corn stover stalks,moisture,,% total weight,12.7,12.806666666666667,0.09291573243177657,3,1.1479936053346769,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,caterpillar,,
(5b)5997,corn stover stalks,ash solids,,% total weight,5.06,4.8500000000000005,0.20074859899884748,3,1.0460845109121022,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,caterpillar,,
(5b)ace1,corn stover stalks,volatile solids,,% total weight,82.09,82.33666666666666,0.2136195996001539,3,1.1547005383792406,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,caterpillar,,
(63)074e,lees,ash solids,,% total weight,3.52,3.66,0.12165525060596463,3,1.1507929111374997,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,maplewood,,
(63)20ff,lees,total solids,,% total weight,11.77,11.716666666666667,0.04725815626252625,3,1.1285529853737417,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,maplewood,,
(63)5e8c,lees,volatile solids,,% total weight,8.24,8.056666666666667,0.15885003409925175,3,1.1541283851332655,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,maplewood,,
(63)f7da,lees,moisture,,% total weight,88.23,88.28333333333335,0.047258156262521944,3,1.1285529853740326,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,maplewood,,
(6b)0caf,walnut tree sticks,total solids,,% total weight,66.47,63.32444444444444,2.9433446583398575,9,1.0687010597426114,LOW,,pass,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354448,2026-07-08 04:06:43.204819,badger,,
(6b)43a2,walnut tree sticks,moisture,,% total weight,32.25,36.675555555555555,2.9433446583398566,9,1.5035804736682499,LOW,,pass,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354422,2026-07-08 04:06:43.204819,badger,,
(6b)4a5c,walnut tree sticks,volatile solids,,% total weight,64.93,60.904444444444444,2.7089301906431205,9,1.4860314855879937,LOW,,pass,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354458,2026-07-08 04:06:43.204819,badger,,
(6b)8b47,walnut tree sticks,volatile solids,,% total weight,63.87,60.904444444444444,2.7089301906431205,9,1.0947331037908763,LOW,,pass,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354460,2026-07-08 04:06:43.204819,badger,,
(6b)a75e,walnut tree sticks,total solids,,% total weight,67.75,63.32444444444444,2.9433446583398575,9,1.5035804736682519,LOW,,pass,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354446,2026-07-08 04:06:43.204819,badger,,
(6b)a9b2,walnut tree sticks,volatile solids,,% total weight,63.96,60.904444444444444,2.7089301906431205,9,1.1279565513019534,LOW,,pass,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354459,2026-07-08 04:06:43.204819,badger,,
(6b)dcb2,walnut tree sticks,moisture,,% total weight,33.53,36.675555555555555,2.9433446583398566,9,1.0687010597426094,LOW,,pass,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354424,2026-07-08 04:06:43.204819,badger,,
(6b)e390,walnut tree sticks,total solids,,% total weight,66.78,63.32444444444444,2.9433446583398575,9,1.1740234178027282,LOW,,pass,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354447,2026-07-08 04:06:43.204819,badger,,
(6b)f818,walnut tree sticks,moisture,,% total weight,33.22,36.675555555555555,2.9433446583398566,9,1.1740234178027262,LOW,,pass,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354423,2026-07-08 04:06:43.204819,badger,,
(71)48d6,almond shells,volatile solids,,% total weight,88.23,84.17190476190477,3.346230146071272,21,1.212736440994576,LOW,,,pass,,2026-07-08 04:06:43.204819,humorous,,
(71)68c8,almond shells,volatile solids,,% total weight,87.81,84.17190476190477,3.346230146071272,21,1.087222061628556,LOW,,,pass,,2026-07-08 04:06:43.204819,humorous,,
(71)81a2,almond shells,volatile solids,,% total weight,88.0,84.17190476190477,3.346230146071272,21,1.1440023761036593,LOW,,,pass,,2026-07-08 04:06:43.204819,humorous,,
(72)111d,corn stover husks,volatile solids,,% total weight,76.71,76.87333333333333,0.1457166199626296,3,1.1208970766356607,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,caterpillar,,
(72)32e2,corn stover husks,total solids,,% total weight,81.73,81.64333333333333,0.0757187779440036,3,1.1445861782233968,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,caterpillar,,
(72)4254,corn stover husks,moisture,,% total weight,18.27,18.356666666666666,0.07571877794400426,3,1.144586178223293,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,caterpillar,,
(72)d7d8,corn stover husks,ash solids,,% total weight,4.61,4.766666666666667,0.14011899704655773,3,1.1180972599640449,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,caterpillar,,
(73)9335,tomato pomace,ash solids,,% total weight,0.69,1.0442857142857143,0.1777799603040632,21,1.9928326774275753,LOW,,xkang2@lbl.gov,pass,,2026-07-08 04:06:43.204819,oakleaf,,
(75)205b,grape pomace,ash solids,,% total weight,4.72,3.1629166666666664,1.0953398486579273,24,1.4215527128326066,LOW,,,pass,,2026-07-08 04:06:43.204819,boatswain,,
(75)62db,grape pomace,ash solids,,% total weight,5.43,3.1629166666666664,1.0953398486579273,24,2.069753361124488,LOW,,,pass,,2026-07-08 04:06:43.204819,boatswain,,
(75)8f14,grape pomace,ash solids,,% total weight,5.26,3.1629166666666664,1.0953398486579273,24,1.9145503889982631,LOW,,,pass,,2026-07-08 04:06:43.204819,boatswain,,
(7a)11b9,grape pomace,total solids,,% total weight,33.01,41.98916666666667,5.324932264657307,24,1.686249931527446,LOW,,,pass,,2026-07-08 04:06:43.204819,boatswain,,
(7a)16ee,grape pomace,moisture,,% total weight,65.92,58.01083333333333,5.324932264657308,24,1.4853084083644534,LOW,,,pass,,2026-07-08 04:06:43.204819,boatswain,,
(7a)20c9,grape pomace,ash solids,,% total weight,1.4,3.1629166666666664,1.0953398486579273,24,1.6094700369266144,LOW,,,pass,,2026-07-08 04:06:43.204819,boatswain,,
(7a)8042,grape pomace,volatile solids,,% total weight,31.5,38.82666666666667,5.224113543831199,24,1.4024707934072818,LOW,,,pass,,2026-07-08 04:06:43.204819,boatswain,,
(7a)85c3,grape pomace,ash solids,,% total weight,1.77,3.1629166666666664,1.0953398486579273,24,1.271675332887183,LOW,,,pass,,2026-07-08 04:06:43.204819,boatswain,,
(7a)98cc,grape pomace,ash solids,,% total weight,1.52,3.1629166666666664,1.0953398486579273,24,1.4999149977786905,LOW,,,pass,,2026-07-08 04:06:43.204819,boatswain,,
(7a)b0b5,grape pomace,moisture,,% total weight,66.99,58.01083333333333,5.324932264657308,24,1.6862499315274442,LOW,,,pass,,2026-07-08 04:06:43.204819,boatswain,,
(7a)f6b3,grape pomace,volatile solids,,% total weight,32.69,38.82666666666667,5.224113543831199,24,1.1746809511659722,LOW,,,pass,,2026-07-08 04:06:43.204819,boatswain,,
(7a)fba4,grape pomace,total solids,,% total weight,34.08,41.98916666666667,5.324932264657307,24,1.4853084083644537,LOW,,,pass,,2026-07-08 04:06:43.204819,boatswain,,
(85)6ad0,olive prunings,moisture,,% total weight,15.32,18.526666666666667,2.398313296186857,6,1.3370507813824961,LOW,,pass,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385657,2026-07-08 04:06:43.204819,excellent,,
(85)7c9d,olive prunings,volatile solids,,% total weight,81.44,78.57166666666667,2.1070682634092983,6,1.3612911281252358,LOW,,pass,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385666,2026-07-08 04:06:43.204819,excellent,,
(85)b606,olive prunings,total solids,,% total weight,84.68,81.47333333333334,2.398313296186852,6,1.3370507813824974,LOW,,pass,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385663,2026-07-08 04:06:43.204819,excellent,,
(85)fc38,olive prunings,ash solids,,% total weight,3.23,2.8983333333333334,0.3259089852499724,6,1.0176665316922084,LOW,,pass,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385660,2026-07-08 04:06:43.204819,excellent,,
(86)4c9a,almond hulls,moisture,,% total weight,12.27,13.947083333333333,1.420849345398322,24,1.1803386043459654,LOW,,,pass,,2026-07-08 04:06:43.204819,humorous,,
(86)521a,almond hulls,total solids,,% total weight,87.62,86.05291666666666,1.4208493453983186,24,1.102920121973966,LOW,,,pass,,2026-07-08 04:06:43.204819,humorous,,
(86)5338,almond hulls,total solids,,% total weight,87.73,86.05291666666666,1.4208493453983186,24,1.1803386043459745,LOW,,,pass,,2026-07-08 04:06:43.204819,humorous,,
(86)7800,almond hulls,moisture,,% total weight,12.44,13.947083333333333,1.420849345398322,24,1.060691858861952,LOW,,,pass,,2026-07-08 04:06:43.204819,humorous,,
(86)8657,almond hulls,moisture,,% total weight,12.38,13.947083333333333,1.420849345398322,24,1.102920121973956,LOW,,,pass,,2026-07-08 04:06:43.204819,humorous,,
(86)e04f,almond hulls,total solids,,% total weight,87.56,86.05291666666666,1.4208493453983186,24,1.0606918588619596,LOW,,,pass,,2026-07-08 04:06:43.204819,humorous,,
(91)643b,cotton stem mix,moisture,,% total weight,15.08,9.614166666666668,4.5129539979794595,12,1.2111431527510577,LOW,,,pass,,2026-07-08 04:06:43.204819,schooner,,
(91)8117,cotton stem mix,moisture,,% total weight,15.19,9.614166666666668,4.5129539979794595,12,1.235517431781876,LOW,,,pass,,2026-07-08 04:06:43.204819,schooner,,
