record_id,resource_id,resource_type,sample_id,experiment_id,analysis_type,parameter,value,unit,technical_replicate_no,technical_replicate_total,method_id,method,analyst_id,analyst_name,analyst_email,lab,existing_QC_status,note,created_at,protocol_version
(0d)5006,7,sargassum,52,39,compositional,lignin,26.39,% dry weight,2,,39,as is,14.0,,xkang2@lbl.gov,hairpin,pass,,2026-07-17 19:04:01.178192,
(0d)5007,7,sargassum,52,39,compositional,lignin,25.76,% dry weight,3,,39,as is,14.0,,xkang2@lbl.gov,hairpin,pass,,2026-07-17 19:04:01.178192,
(13)0685,31,almond shells,70,38,compositional,lignin,29.45,% dry weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(13)29f0,31,almond shells,70,38,compositional,xylan,15.52,% dry weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(13)2c76,31,almond shells,70,38,compositional,xylose,16.41,% dry weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(13)336e,31,almond shells,70,38,compositional,glucan,20.04,% dry weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(13)3600,31,almond shells,70,38,compositional,lignin,28.53,% dry weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(13)6427,31,almond shells,70,38,compositional,xylose,22.24,% dry weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(13)6f70,31,almond shells,70,38,compositional,xylose,17.63,% dry weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(13)8405,31,almond shells,70,38,compositional,glucose,20.79,% dry weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(13)9bb5,31,almond shells,70,38,compositional,xylan,19.57,% dry weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(13)aaf9,31,almond shells,70,38,compositional,xylan,14.44,% dry weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(13)b5a0,31,almond shells,70,38,compositional,glucan,24.17,% dry weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(13)b6b6,31,almond shells,70,38,compositional,glucan,18.71,% dry weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(13)c9f5,31,almond shells,70,38,compositional,lignin,28.45,% dry weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(13)ce37,31,almond shells,70,38,compositional,glucose,22.26,% dry weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(13)f0ed,31,almond shells,70,38,compositional,glucose,26.86,% dry weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(15)0b07,25,almond hulls,71,38,compositional,glucose,23.56,% dry weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(15)0e88,19,walnut shells,160,37,compositional,lignin,50.24,% dry weight,2,,38,knife mill (2mm),,,,cutaway,pass,,2026-07-17 19:04:01.178192,
(15)1b96,19,walnut shells,160,37,compositional,glucose,12.81,% dry weight,1,,38,knife mill (2mm),,,,cutaway,pass,,2026-07-17 19:04:01.178192,
(15)1c41,25,almond hulls,71,38,compositional,lignin,20.93,% dry weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(15)1ee2,25,almond hulls,71,38,compositional,xylan,10.23,% dry weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(15)2b3c,25,almond hulls,71,38,compositional,lignin,20.79,% dry weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(15)3f87,25,almond hulls,71,38,compositional,glucose,23.27,% dry weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(15)42c9,19,walnut shells,160,37,compositional,lignin,50.35,% dry weight,3,,38,knife mill (2mm),,,,cutaway,pass,,2026-07-17 19:04:01.178192,
(15)44b9,25,almond hulls,71,38,compositional,glucose,24.78,% dry weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(15)50cf,19,walnut shells,160,37,compositional,glucan,11.53,% dry weight,1,,38,knife mill (2mm),,,,cutaway,pass,,2026-07-17 19:04:01.178192,
(15)65e3,25,almond hulls,71,38,compositional,xylan,10.81,% dry weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(15)797a,19,walnut shells,160,37,compositional,glucan,11.84,% dry weight,2,,38,knife mill (2mm),,,,cutaway,pass,,2026-07-17 19:04:01.178192,
(15)7ae4,19,walnut shells,160,37,compositional,xylose,22.96,% dry weight,1,,38,knife mill (2mm),,,,cutaway,pass,,2026-07-17 19:04:01.178192,
(15)849b,25,almond hulls,71,38,compositional,glucan,20.94,% dry weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(15)8611,19,walnut shells,160,37,compositional,xylose,23.19,% dry weight,2,,38,knife mill (2mm),,,,cutaway,pass,,2026-07-17 19:04:01.178192,
(15)8db8,25,almond hulls,71,38,compositional,glucan,22.3,% dry weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(15)93e3,19,walnut shells,160,37,compositional,xylose,22.54,% dry weight,3,,38,knife mill (2mm),,,,cutaway,pass,,2026-07-17 19:04:01.178192,
(15)95c9,19,walnut shells,160,37,compositional,lignin,50.73,% dry weight,1,,38,knife mill (2mm),,,,cutaway,pass,,2026-07-17 19:04:01.178192,
(15)962e,25,almond hulls,71,38,compositional,xylose,11.63,% dry weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(15)968f,25,almond hulls,71,38,compositional,xylose,12.28,% dry weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(15)9c77,19,walnut shells,160,37,compositional,glucose,12.87,% dry weight,3,,38,knife mill (2mm),,,,cutaway,pass,,2026-07-17 19:04:01.178192,
(15)ab15,19,walnut shells,160,37,compositional,glucose,13.16,% dry weight,2,,38,knife mill (2mm),,,,cutaway,pass,,2026-07-17 19:04:01.178192,
(15)b511,19,walnut shells,160,37,compositional,xylan,20.41,% dry weight,2,,38,knife mill (2mm),,,,cutaway,pass,,2026-07-17 19:04:01.178192,
(15)c93b,25,almond hulls,71,38,compositional,glucan,21.2,% dry weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(15)cd40,19,walnut shells,160,37,compositional,xylan,20.21,% dry weight,1,,38,knife mill (2mm),,,,cutaway,pass,,2026-07-17 19:04:01.178192,
(15)d283,25,almond hulls,71,38,compositional,xylose,11.67,% dry weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(15)d582,25,almond hulls,71,38,compositional,lignin,20.4,% dry weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(15)d98b,25,almond hulls,71,38,compositional,xylan,10.27,% dry weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:04:01.178192,
(15)e1e0,19,walnut shells,160,37,compositional,xylan,19.83,% dry weight,3,,38,knife mill (2mm),,,,cutaway,pass,,2026-07-17 19:04:01.178192,
(15)fea0,19,walnut shells,160,37,compositional,glucan,11.58,% dry weight,3,,38,knife mill (2mm),,,,cutaway,pass,,2026-07-17 19:04:01.178192,
(24)0b42,31,almond shells,49,41,compositional,xylose,25.73,% dry weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:04:01.178192,
(24)0bc2,31,almond shells,49,41,compositional,xylan,23.03,% dry weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:04:01.178192,
(24)1926,31,almond shells,49,41,compositional,xylan,22.64,% dry weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:04:01.178192,
(24)2a68,31,almond shells,49,41,compositional,glucan,26.61,% dry weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:04:01.178192,
(24)42f3,31,almond shells,49,41,compositional,glucan,26.98,% dry weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:04:01.178192,
(24)6b86,31,almond shells,49,41,compositional,xylan,23.18,% dry weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:04:01.178192,
(24)70e6,31,almond shells,49,41,compositional,glucan,27.22,% dry weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:04:01.178192,
(24)773e,31,almond shells,49,41,compositional,lignin,24.57,% dry weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:04:01.178192,
(24)7d8d,31,almond shells,49,41,compositional,xylose,26.17,% dry weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:04:01.178192,
(24)8d6f,31,almond shells,49,41,compositional,glucose,29.57,% dry weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:04:01.178192,
(24)a25e,31,almond shells,49,41,compositional,lignin,24.8,% dry weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:04:01.178192,
(24)ec0a,31,almond shells,49,41,compositional,lignin,24.75,% dry weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:04:01.178192,
(24)ec7f,31,almond shells,49,41,compositional,xylose,26.34,% dry weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:04:01.178192,
(24)ec97,31,almond shells,49,41,compositional,glucose,30.24,% dry weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:04:01.178192,
(24)fab3,31,almond shells,49,41,compositional,glucose,29.97,% dry weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:04:01.178192,
(27)0e20,25,almond hulls,144,27,compositional,xylan,8.17,% dry weight,1,,38,knife mill (2mm),,,,tiny,,,2026-07-17 19:04:01.178192,
(27)0f39,25,almond hulls,144,27,compositional,xylan,7.99,% dry weight,3,,38,knife mill (2mm),,,,tiny,,,2026-07-17 19:04:01.178192,
(27)26f8,25,almond hulls,144,27,compositional,glucan,23.3,% dry weight,1,,38,knife mill (2mm),,,,tiny,,,2026-07-17 19:04:01.178192,
(27)273b,25,almond hulls,144,27,compositional,glucose,25.33,% dry weight,2,,38,knife mill (2mm),,,,tiny,,,2026-07-17 19:04:01.178192,
(27)4164,25,almond hulls,144,27,compositional,lignin,21.88,% dry weight,2,,38,knife mill (2mm),,,,tiny,,,2026-07-17 19:04:01.178192,
(27)5157,25,almond hulls,144,27,compositional,glucan,22.8,% dry weight,2,,38,knife mill (2mm),,,,tiny,,,2026-07-17 19:04:01.178192,
(27)5335,25,almond hulls,144,27,compositional,glucose,25.43,% dry weight,3,,38,knife mill (2mm),,,,tiny,,,2026-07-17 19:04:01.178192,
(27)5646,25,almond hulls,144,27,compositional,xylose,9.34,% dry weight,2,,38,knife mill (2mm),,,,tiny,,,2026-07-17 19:04:01.178192,
(27)69cc,25,almond hulls,144,27,compositional,glucan,22.89,% dry weight,3,,38,knife mill (2mm),,,,tiny,,,2026-07-17 19:04:01.178192,
(27)b1a3,25,almond hulls,144,27,compositional,xylose,9.08,% dry weight,3,,38,knife mill (2mm),,,,tiny,,,2026-07-17 19:04:01.178192,
(27)baa8,25,almond hulls,144,27,compositional,lignin,21.69,% dry weight,1,,38,knife mill (2mm),,,,tiny,,,2026-07-17 19:04:01.178192,
(27)d3e3,25,almond hulls,144,27,compositional,xylan,8.22,% dry weight,2,,38,knife mill (2mm),,,,tiny,,,2026-07-17 19:04:01.178192,
(27)d4db,25,almond hulls,144,27,compositional,lignin,21.78,% dry weight,3,,38,knife mill (2mm),,,,tiny,,,2026-07-17 19:04:01.178192,
(27)d81b,25,almond hulls,144,27,compositional,glucose,25.89,% dry weight,1,,38,knife mill (2mm),,,,tiny,,,2026-07-17 19:04:01.178192,
(27)f0a1,25,almond hulls,144,27,compositional,xylose,9.29,% dry weight,1,,38,knife mill (2mm),,,,tiny,,,2026-07-17 19:04:01.178192,
(28)1266,37,tomato pomace,10,40,compositional,lignin+,40.34,% dry weight,3,,36,oven dry,14.0,,xkang2@lbl.gov,riverstone,pass,,2026-07-17 19:04:01.178192,
(28)2429,37,tomato pomace,10,40,compositional,xylose,12.56,% dry weight,3,,36,oven dry,14.0,,xkang2@lbl.gov,riverstone,pass,,2026-07-17 19:04:01.178192,
(28)4712,24,corn stover cobs,68,38,compositional,lignin,15.63,% dry weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,caterpillar,pass,,2026-07-17 19:04:01.178192,
(28)48e7,24,corn stover cobs,68,38,compositional,glucan,34.12,% dry weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,caterpillar,pass,,2026-07-17 19:04:01.178192,
(28)491e,37,tomato pomace,10,40,compositional,glucan,13.84,% dry weight,3,,36,oven dry,14.0,,xkang2@lbl.gov,riverstone,pass,,2026-07-17 19:04:01.178192,
(28)50a7,24,corn stover cobs,68,38,compositional,lignin,15.77,% dry weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,caterpillar,pass,,2026-07-17 19:04:01.178192,
(28)520d,24,corn stover cobs,68,38,compositional,xylose,29.05,% dry weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,caterpillar,pass,,2026-07-17 19:04:01.178192,
(28)59b5,37,tomato pomace,10,40,compositional,glucose,15.37,% dry weight,3,,36,oven dry,14.0,,xkang2@lbl.gov,riverstone,pass,,2026-07-17 19:04:01.178192,
(28)75a7,37,tomato pomace,10,40,compositional,glucan,13.66,% dry weight,2,,36,oven dry,14.0,,xkang2@lbl.gov,riverstone,pass,,2026-07-17 19:04:01.178192,
(28)7919,37,tomato pomace,10,40,compositional,xylose,10.64,% dry weight,1,,36,oven dry,14.0,,xkang2@lbl.gov,riverstone,pass,,2026-07-17 19:04:01.178192,
(28)847b,37,tomato pomace,10,40,compositional,xylan,11.06,% dry weight,3,,36,oven dry,14.0,,xkang2@lbl.gov,riverstone,pass,,2026-07-17 19:04:01.178192,
(28)8908,24,corn stover cobs,68,38,compositional,lignin,15.97,% dry weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,caterpillar,pass,,2026-07-17 19:04:01.178192,
(28)8c33,37,tomato pomace,10,40,compositional,xylan,9.36,% dry weight,1,,36,oven dry,14.0,,xkang2@lbl.gov,riverstone,pass,,2026-07-17 19:04:01.178192,
(28)97be,24,corn stover cobs,68,38,compositional,glucose,37.81,% dry weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,caterpillar,pass,,2026-07-17 19:04:01.178192,
(28)9a1d,24,corn stover cobs,68,38,compositional,glucan,34.03,% dry weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,caterpillar,pass,,2026-07-17 19:04:01.178192,
(28)a3d2,37,tomato pomace,10,40,compositional,xylose,12.8,% dry weight,2,,36,oven dry,14.0,,xkang2@lbl.gov,riverstone,pass,,2026-07-17 19:04:01.178192,
(28)a602,37,tomato pomace,10,40,compositional,glucan,11.71,% dry weight,1,,36,oven dry,14.0,,xkang2@lbl.gov,riverstone,pass,,2026-07-17 19:04:01.178192,
(28)a625,24,corn stover cobs,68,38,compositional,xylan,25.71,% dry weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,caterpillar,pass,,2026-07-17 19:04:01.178192,
(28)a74f,24,corn stover cobs,68,38,compositional,glucose,37.91,% dry weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,caterpillar,pass,,2026-07-17 19:04:01.178192,
(28)a764,24,corn stover cobs,68,38,compositional,xylose,28.52,% dry weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,caterpillar,pass,,2026-07-17 19:04:01.178192,
(28)bca2,24,corn stover cobs,68,38,compositional,glucan,34.09,% dry weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,caterpillar,pass,,2026-07-17 19:04:01.178192,
(28)c01c,24,corn stover cobs,68,38,compositional,xylose,29.21,% dry weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,caterpillar,pass,,2026-07-17 19:04:01.178192,
